gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
THRB,-0.03990021,7.467186092,-2.42670694,0.015772507,0.036568246,-3.587244108,unchanged
VSIG1,0.039897908,7.317878445,2.470883568,0.013983461,0.033294812,-3.483379988,unchanged
LOC643850,0.039893864,7.27219414,2.832590571,0.004901482,0.014959588,-2.565481865,unchanged
LOC730132,0.039893305,7.280982099,2.493484891,0.013139685,0.031765954,-3.429544291,unchanged
EFNA2,0.039891223,7.253223966,2.399797855,0.016958804,0.038744137,-3.649625063,unchanged
LOC729137,0.039888773,7.324847505,2.70628355,0.007158383,0.019878635,-2.899614892,unchanged
PRKG2,0.039888674,7.295208938,2.768948965,0.005942159,0.017235277,-2.7356555,unchanged
LOC100131594,0.039885424,7.294020304,2.520173593,0.012201784,0.02998049,-3.365365502,unchanged
BANP,0.039881166,13.03823581,0.623599594,0.533322044,0.620353537,-6.250884325,unchanged
GALNT4,-0.039880169,7.512015785,-1.094654239,0.274467723,0.363386154,-5.85605506,unchanged
LOC645986,0.039879069,7.283204039,2.620257608,0.009193181,0.024121864,-3.118850157,unchanged
CD70,0.039878526,7.685775329,1.667721704,0.096321084,0.155626071,-5.086693551,unchanged
LOC650167,0.03987818,7.284986041,2.629306262,0.008957077,0.023645028,-3.09610889,unchanged
LOC401317,0.039877167,7.321523843,2.716601064,0.006943844,0.019420146,-2.872866297,unchanged
TBX19,0.039876894,7.687599312,1.10819722,0.268584958,0.357177533,-5.841521072,unchanged
LOC652993,-0.039876663,7.620171144,-1.994477199,0.046923562,0.08729708,-4.507606912,unchanged
ZNF222,0.039876478,7.413968304,1.91874524,0.055880363,0.100489366,-4.650822496,unchanged
LOC651965,0.039874731,7.24118015,2.334332665,0.020178848,0.044415229,-3.79858284,unchanged
FCRL6,-0.039873681,7.315050671,-1.785644026,0.075076556,0.127090273,-4.889385342,unchanged
BLCAP,0.039869085,9.26457081,0.705777494,0.480825231,0.571940966,-6.197535383,unchanged
LOC647788,0.039865405,7.298708739,2.566410533,0.010717176,0.027146665,-3.252624988,unchanged
LOC100132000,0.039865106,7.229267831,2.637876385,0.00873849,0.023204624,-3.074501041,unchanged
LOC647436,-0.039864965,8.050123724,-1.180465147,0.238666774,0.324700463,-5.760968162,unchanged
LOC652865,0.039862085,7.270144849,2.596320966,0.009844883,0.025418595,-3.178645937,unchanged
LOC100131438,0.03986055,7.247879969,2.652235929,0.008382954,0.022486398,-3.038145426,unchanged
ACSM1,0.039860393,7.215116999,2.417912196,0.0161519,0.037264191,-3.607705974,unchanged
ETV3,-0.039856852,7.654863109,-2.222418275,0.026933587,0.05579341,-4.043996596,unchanged
C16orf78,0.039856812,7.285314378,2.807054711,0.005297343,0.015843129,-2.634205439,unchanged
LOC645202,0.039855399,7.237105289,2.848743654,0.004665156,0.014418948,-2.521704096,unchanged
LOC644749,0.039854635,7.300203834,2.943092161,0.003480073,0.011621322,-2.261281667,unchanged
LOC442590,0.039853612,7.272255484,2.69034014,0.007501676,0.02063322,-2.940757594,unchanged
LOC400214,0.039849119,7.446388628,1.207271888,0.228193424,0.31304006,-5.72980582,unchanged
FOSL1,0.039849039,7.360239341,2.649168168,0.0084578,0.022631186,-3.045928282,unchanged
LOC642166,0.039848516,7.280367377,2.739042802,0.006497104,0.018471549,-2.81434955,unchanged
ATP2C1,0.039846176,7.92411767,0.539956989,0.58959145,0.671343858,-6.298426277,unchanged
MIR491,0.039845476,7.264930428,2.935270155,0.003566689,0.011830115,-2.283178019,unchanged
LOC389328,0.039841663,7.274569957,2.584934484,0.010169168,0.026054659,-3.206905658,unchanged
LOC729882,0.039838607,7.274294241,2.634504097,0.008823925,0.02337797,-3.083011628,unchanged
CXXC4,-0.039838219,7.598766285,-2.569535404,0.01062292,0.026975315,-3.244934557,unchanged
HEYL,0.039837447,7.376536013,2.140362636,0.033059317,0.065835825,-4.216503807,unchanged
BDNF,-0.039837227,7.699930148,-2.149546723,0.03231887,0.064608923,-4.197509137,unchanged
TP53BP1,0.039831218,7.58462856,1.168114839,0.243604996,0.330175279,-5.775091758,unchanged
LOC647031,0.03983048,7.262210585,2.546603802,0.011332173,0.028267022,-3.301161185,unchanged
SH2D6,0.039828109,7.211691246,2.670270016,0.007954877,0.021605559,-2.992219019,unchanged
CC2D2A,0.03982774,7.294698326,2.418791735,0.016113599,0.037199888,-3.605662861,unchanged
LOC642506,0.039824582,7.252566638,2.712388648,0.007030725,0.019600337,-2.883798909,unchanged
LOC642486,-0.039820729,7.533884373,-2.3322225,0.020291008,0.044580922,-3.803318034,unchanged
MIR651,0.039806986,7.279674027,2.518905623,0.012244958,0.030064241,-3.368429475,unchanged
LOC654260,0.03980695,7.491198794,1.910543831,0.056931025,0.102052085,-4.666007053,unchanged
LOC100131247,0.039803897,7.33698235,2.603758383,0.009638095,0.025016222,-3.160122962,unchanged
PRLH,0.039803584,7.279127222,2.49366449,0.013133165,0.031757393,-3.429114602,unchanged
LOC729786,0.03980351,7.340956254,2.436103611,0.015375868,0.035849648,-3.565302666,unchanged
LOC100129950,-0.039802587,7.571876179,-2.463813029,0.014257117,0.03381573,-3.500124908,unchanged
ZNF521,0.039801574,7.217105147,2.507638559,0.012634606,0.030813889,-3.395590545,unchanged
MRGPRF,0.039800092,7.257607786,2.791134629,0.005558597,0.016440514,-2.676750606,unchanged
LOC729642,0.039797867,7.224232703,2.499801275,0.012912107,0.031330203,-3.414414528,unchanged
NCAM1,-0.039797011,7.972782712,-0.74843286,0.454733024,0.547061775,-6.167251752,unchanged
C1orf175,0.039796204,7.34789539,1.846675313,0.06569081,0.114381135,-4.782079799,unchanged
DCX,0.039795439,7.333876918,2.871665523,0.004347568,0.013683627,-2.459175599,unchanged
LOC643594,0.039792612,7.340426,2.887511002,0.004139673,0.013228013,-2.415672524,unchanged
LOC128322,0.039789535,7.279049765,2.597329768,0.009816604,0.025368506,-3.176136483,unchanged
INPP5B,-0.039789071,7.690754093,-1.132986955,0.258043516,0.345792835,-5.814457991,unchanged
LOC100134274,0.039788482,7.414626111,2.778849203,0.005768129,0.016875349,-2.709424847,unchanged
NFIC,-0.039785635,7.496493853,-2.66723178,0.008025589,0.021740203,-2.99997718,unchanged
LOC728787,0.039784132,7.565411266,1.695713061,0.090884889,0.148497645,-5.041055915,unchanged
SYT13,0.03978236,7.285909473,2.740588589,0.006467311,0.018405159,-2.810302,unchanged
C4orf47,0.039779356,7.250840948,2.658748785,0.008226026,0.022169568,-3.021593851,unchanged
LOC100130849,-0.039779005,7.42631117,-1.957267739,0.051160018,0.093667689,-4.57864955,unchanged
LOC649095,0.039771369,7.415806223,2.040925977,0.042054772,0.079901778,-4.417093124,unchanged
LOC100132795,0.039764545,13.0503642,0.33928362,0.734612232,0.794612054,-6.384653465,unchanged
LOC100132306,0.039757283,7.24660671,2.466767232,0.014142206,0.033596426,-3.493134187,unchanged
HTR3D,0.039756405,7.295280732,2.792714761,0.005532154,0.016377072,-2.672538129,unchanged
LOC648897,0.039755726,7.262206616,2.678137473,0.007774367,0.021227129,-2.972090133,unchanged
ANKRD20B,-0.039750702,8.178981161,-1.288001002,0.198649458,0.279965762,-5.631773496,unchanged
ADIG,0.039750075,7.231246677,2.667790925,0.008012534,0.021711493,-2.998550034,unchanged
ATPGD1,0.039748703,7.348308566,2.494342891,0.013108563,0.031713843,-3.427491268,unchanged
OR8K1,0.03974846,7.218968257,2.690678551,0.007494238,0.020618176,-2.939886724,unchanged
CDO1,-0.039745299,7.565570718,-2.569380376,0.010627578,0.026980605,-3.2453163,unchanged
CD1A,-0.039744664,8.466448234,-0.481532686,0.630457618,0.706888992,-6.327586809,unchanged
LOC646903,0.039743609,7.269625012,2.333416678,0.020227468,0.044494199,-3.800638814,unchanged
PON1,0.039742834,7.288277956,2.683968775,0.007642962,0.020946661,-2.957134209,unchanged
LOC646890,0.039740309,7.288342681,2.704461442,0.007196887,0.019962379,-2.904328683,unchanged
ZNF24,-0.039740179,7.58924725,-1.271510044,0.204444088,0.286615709,-5.652309545,unchanged
T-SP1,0.039739055,7.52984808,2.269200705,0.023902261,0.050791084,-3.94282868,unchanged
MAPK6,0.039736618,7.356526718,1.411442607,0.159057761,0.233301048,-5.469742707,unchanged
LOC91461,0.039734608,7.346703405,2.235084997,0.026081578,0.05438762,-4.016806215,unchanged
PAX7,0.039734304,7.390121105,2.350296284,0.019347808,0.042953063,-3.762626514,unchanged
HAO2,0.039731408,7.311527974,2.635666563,0.00879439,0.023325285,-3.080079108,unchanged
LOC652553,0.039729742,7.25205033,2.441596106,0.015148134,0.035452815,-3.552439723,unchanged
KCNK2,0.039727306,7.281903499,2.75647991,0.006168102,0.017743244,-2.768565218,unchanged
LOC100132329,0.039726069,7.282243108,2.604737966,0.009611151,0.024968972,-3.157679514,unchanged
LOC652458,0.039718577,7.319488425,2.594410204,0.009898646,0.025515482,-3.183396509,unchanged
SFRS6,0.03971812,13.75330264,0.693630151,0.488402886,0.578970225,-6.205835532,unchanged
LIMD1,0.039716376,7.246481336,2.519097882,0.012238403,0.030052843,-3.367964988,unchanged
FRS2,0.03971582,7.301300315,2.877110679,0.004275078,0.013527273,-2.444251799,unchanged
KCNH2,-0.039712178,7.562248696,-2.033491841,0.042803882,0.081094623,-4.431716401,unchanged
KLRG2,0.039711406,7.244919294,2.678651135,0.00776271,0.021204968,-2.97077396,unchanged
LOC100132632,-0.039710532,7.548878268,-2.451041287,0.014763481,0.03474144,-3.530254668,unchanged
LOC653419,0.039707062,7.360488983,2.437797941,0.015305296,0.035716902,-3.561337671,unchanged
TRIT1,0.039704751,9.235560516,0.420233036,0.674589148,0.744314614,-6.354601327,unchanged
HGF,0.039703428,7.435198725,2.389201863,0.0174471,0.0396235,-3.674004673,unchanged
TTC24,0.039700672,7.279662071,2.60469119,0.009612436,0.024970246,-3.15779621,unchanged
MIR1302-3,0.039696053,7.24606969,2.396431312,0.017112623,0.039024627,-3.6573822,unchanged
LOC730796,0.03969523,7.271261033,2.769641151,0.005929839,0.01721384,-2.733824457,unchanged
LOC727927,0.039693112,7.271209128,2.557572341,0.01098782,0.027647255,-3.274327497,unchanged
SOX13,0.039691188,7.350441975,2.838342887,0.004816104,0.014773616,-2.549919193,unchanged
LOC647347,0.039686351,7.366575496,2.09511519,0.036923862,0.07202571,-4.308930653,unchanged
LOC648211,0.039684492,7.300480436,2.887664026,0.00413771,0.013223085,-2.415251295,unchanged
LOC643069,0.039679077,7.236077306,2.515465025,0.012362794,0.030292026,-3.376736006,unchanged
LOC728517,0.039678974,12.85651228,0.348425766,0.72774298,0.78869984,-6.381580096,unchanged
C1orf147,0.03967897,7.319393965,2.45077382,0.014774254,0.034759638,-3.530884034,unchanged
LOC100131275,0.039671569,7.255619207,2.696401231,0.007369459,0.02033541,-2.925144044,unchanged
PRHOXNB,0.039667213,7.243677794,2.683839402,0.007645855,0.020947284,-2.957466357,unchanged
SCGB1D2,0.039664149,7.323293135,2.538494973,0.011592902,0.028791696,-3.320927599,unchanged
LOC652272,0.039663484,7.279121339,2.541949287,0.011481186,0.028574423,-3.312514625,unchanged
LOC653796,-0.039663172,7.577042085,-2.46397856,0.014250657,0.033805509,-3.499733414,unchanged
KRT18,0.039661154,7.302800904,2.572336358,0.010539064,0.026799189,-3.238033666,unchanged
DNHD2,0.039660524,7.340207031,1.9099655,0.057005733,0.102139062,-4.667075408,unchanged
TMEM154,-0.039657034,10.85018376,-0.287402747,0.773984633,0.827309399,-6.400547909,unchanged
LOC645228,0.03965352,7.232664299,2.257095969,0.024656639,0.052009142,-3.969201227,unchanged
NCF1,0.039653157,7.320167683,2.364877338,0.018615152,0.041618598,-3.729577387,unchanged
ARID1B,0.039649583,7.329815489,3.090097878,0.002171375,0.008254483,-1.839522319,unchanged
ERCC6,0.03964947,7.483755532,2.128959061,0.033998966,0.067382576,-4.239978842,unchanged
ATXN7L3,0.03964918,9.888008476,0.409496535,0.682441398,0.750895799,-6.358955325,unchanged
LOC100132904,0.03964372,7.30630884,2.634729254,0.008818197,0.023370677,-3.082443727,unchanged
LOC642567,0.039642202,7.461898012,1.879934529,0.060999165,0.107770449,-4.722117208,unchanged
C4orf19,0.039627146,7.313173607,2.727455716,0.006724414,0.018941339,-2.844620223,unchanged
METTL11B,0.039624217,7.324946292,2.316510272,0.021143467,0.046076953,-3.838445956,unchanged
GPX4,0.039624151,11.75742863,0.26854304,0.788449413,0.838924162,-6.405673975,unchanged
CPM,-0.039616427,7.719505043,-1.990394854,0.047373384,0.087990742,-4.515464939,unchanged
PI15,-0.03961517,7.807175367,-1.723631312,0.085712516,0.141713343,-4.994794358,unchanged
FLJ20518,-0.03960945,7.439135656,-2.148547962,0.032398695,0.06472942,-4.19957862,unchanged
LOC100131755,0.039609286,7.269300199,2.532620297,0.011785121,0.02916307,-3.335210121,unchanged
C10orf99,0.039605982,7.270568019,2.47361034,0.013879175,0.033119274,-3.476909924,unchanged
KRT3,0.039605126,7.344979963,2.57772746,0.010379328,0.02646796,-3.224730952,unchanged
NHSL2,-0.039603328,8.429669934,-0.462906536,0.64373695,0.718439553,-6.33618322,unchanged
HRASLS5,0.039600969,7.282622505,2.459526,0.014425343,0.034142586,-3.510255234,unchanged
LOC641994,0.039598985,7.325405791,2.499709674,0.012915382,0.031335731,-3.414634206,unchanged
LIPC,0.039597741,7.548189678,0.972798044,0.331367317,0.423311275,-5.978843677,unchanged
LOC100132880,0.039593805,7.238430412,2.352884805,0.019215923,0.042708544,-3.756773839,unchanged
KCNK1,-0.039592964,7.675361976,-0.962722474,0.336392835,0.428581409,-5.988352466,unchanged
OR4C45,-0.039592038,7.618324505,-2.318843654,0.021014922,0.045857238,-3.833243717,unchanged
LOC100130098,0.039590925,7.26275755,2.699375534,0.007305349,0.020206407,-2.917469867,unchanged
LOC441251,0.039589096,7.510961599,2.457201562,0.014517289,0.03429048,-3.515740817,unchanged
C13orf29,0.039585141,7.327934016,2.638073089,0.00873353,0.023199107,-3.074004302,unchanged
MAPK14,-0.039584017,7.788250226,-1.691510159,0.091684955,0.149542406,-5.04795602,unchanged
ASB14,0.039582016,7.270339076,2.656234974,0.008286281,0.022291813,-3.027986978,unchanged
RPS6KA4,-0.039580885,8.645681921,-0.518376674,0.604543425,0.684672825,-6.30958523,unchanged
MIR191,0.039580724,7.244304032,2.591853378,0.009970999,0.02565779,-3.189748092,unchanged
LOC649578,0.039572663,7.277369861,2.355539136,0.019081505,0.042466856,-3.750765904,unchanged
C1orf125,0.039567671,7.312677845,2.45295207,0.014686725,0.034599679,-3.525756542,unchanged
SNRPA1,0.039563008,10.26114498,0.427590402,0.66922868,0.740115062,-6.351552686,unchanged
LOC643901,0.039553042,7.287477269,2.490542777,0.013246899,0.031962403,-3.436579026,unchanged
LOC648612,0.039551192,7.27572158,2.958095821,0.003319292,0.011216709,-2.219127032,unchanged
SNORD19B,0.039551022,7.239401947,2.284313277,0.022988716,0.049244523,-3.909711255,unchanged
MGC27165,0.039548816,7.287527008,2.659893781,0.008198712,0.022120615,-3.018679978,unchanged
OTX1,0.039548804,7.201534214,2.418916491,0.016108173,0.037191842,-3.605373003,unchanged
ACAA1,-0.039545471,8.865927695,-0.48211272,0.630045978,0.706528276,-6.327313673,unchanged
KIAA0889,-0.039544777,7.593787691,-2.306528765,0.021701146,0.047050839,-3.860642382,unchanged
LOC729977,0.039537856,7.249316907,2.565896363,0.010732756,0.027175179,-3.25388952,unchanged
RRH,0.039529283,7.283405352,2.41431074,0.016309573,0.037572274,-3.616064454,unchanged
RIMBP3,0.039527923,7.279651325,2.501810674,0.012840447,0.031194862,-3.409593656,unchanged
LOC650836,0.039525882,7.254128469,2.500701524,0.012879958,0.031266681,-3.412255145,unchanged
LOC100130652,0.039519603,7.339422373,2.311266103,0.021434882,0.046602146,-3.850119262,unchanged
CCDC26,0.039519138,7.312861816,2.686302526,0.007590935,0.020834962,-2.951139968,unchanged
LOC652191,0.039518627,7.322839106,2.826514609,0.004993155,0.015159878,-2.581887533,unchanged
LOC646241,0.039517734,7.268682452,2.696054396,0.007376968,0.02035077,-2.926038406,unchanged
KCNAB2,0.039513784,7.496044047,1.373649113,0.170484532,0.247131798,-5.520906779,unchanged
LCMT1,0.039507428,10.67770225,0.414771407,0.678579185,0.747352656,-6.35683026,unchanged
LOC648469,0.03950699,7.228334154,2.45297143,0.01468595,0.034599679,-3.525710949,unchanged
C12orf53,0.039503014,7.250487604,2.589735516,0.010031288,0.025764408,-3.195004665,unchanged
ZNF829,0.039499506,7.295295289,2.692400685,0.007456489,0.020543096,-2.935453337,unchanged
LOC644112,0.039498599,7.260521873,2.647575756,0.008496887,0.022706775,-3.049964801,unchanged
CBX1,0.039496706,9.382120098,0.368330804,0.712863122,0.7763237,-6.374606088,unchanged
B4GALT6,0.039496642,7.228273613,2.513932078,0.01241562,0.030389656,-3.380433438,unchanged
MIR1299,0.039495456,7.276966751,2.763556561,0.006038935,0.017453155,-2.749905112,unchanged
SIKE,0.039492061,7.284249689,2.284529806,0.022975852,0.049226972,-3.909235211,unchanged
LOC645745,0.039487113,7.287059223,2.919897019,0.003742688,0.012258619,-2.326051485,unchanged
FOXF2,0.039485474,7.321628686,2.74049102,0.006469188,0.018408834,-2.810557543,unchanged
LOC646098,0.039485377,7.250114313,2.785350685,0.005656369,0.016644632,-2.692150655,unchanged
LOC100129708,-0.039484879,7.728768962,-1.482287028,0.139219734,0.209342517,-5.370141675,unchanged
MAD2L1,0.039483693,7.337284655,2.368415346,0.018441097,0.041369379,-3.721528448,unchanged
LOC643990,0.039482045,7.258989008,2.568097696,0.010666193,0.02705678,-3.248473929,unchanged
SNORD114-24,0.039475649,7.257775762,2.476293517,0.013777231,0.03292904,-3.470536595,unchanged
LOC100128267,0.039474484,7.309646645,2.860641893,0.004497761,0.014018756,-2.489306364,unchanged
LOC389102,-0.039470887,7.548736708,-2.580012203,0.010312287,0.02632691,-3.219085214,unchanged
LPA,-0.039465203,7.604458539,-2.270455812,0.023825204,0.050670277,-3.940086364,unchanged
LOC652405,0.039464612,7.302611567,2.65965912,0.008204303,0.022131901,-3.01927726,unchanged
FAM14B,-0.039460155,8.688017612,-0.488979227,0.625181736,0.702552614,-6.324055313,unchanged
LOC100132205,-0.039460094,7.677298427,-2.030109682,0.043148423,0.081663685,-4.438352046,unchanged
LOC653145,0.039458828,7.346794477,2.580674512,0.010292926,0.026288158,-3.217447711,unchanged
LOC645914,0.039457986,7.381947767,1.536059653,0.125483464,0.192682607,-5.291331178,unchanged
CABP2,-0.039455555,7.600488832,-2.283770381,0.023020999,0.049283442,-3.910904634,unchanged
LOC550631,0.039455089,7.319329623,2.612411158,0.009402418,0.024546419,-3.138509208,unchanged
GALNTL5,0.039455003,7.24060456,2.340240599,0.019867712,0.043874822,-3.785303462,unchanged
SNHG3,0.039451591,7.321317009,2.646342843,0.008527261,0.022772306,-3.053088453,unchanged
MIR183,0.039448432,7.267195671,2.788474735,0.005603368,0.016530277,-2.683836489,unchanged
ANGPTL4,-0.039447186,7.790689123,-1.726835892,0.08513441,0.140905788,-4.989436801,unchanged
LOC730684,0.039447092,7.289110402,2.619670769,0.009208685,0.024150991,-3.120322419,unchanged
FRMPD3,0.039446731,7.444471809,1.900722883,0.058210834,0.103748193,-4.684106455,unchanged
STIL,0.039442502,7.383424685,1.979013232,0.048646769,0.089846145,-4.537290249,unchanged
LOC100131706,0.039437453,7.245803841,2.549112358,0.01125258,0.028131002,-3.295033963,unchanged
